,hi-en,hi
8668,navroz,नवरोज़
8669,tiruvannamalai,तिरुवन्नामलाई
8670,samburwaryaar,सबुंरवरयार
8671,unicoi,यूनीकोई
8672,ramanuj,रामानुज
8673,ajardah,अजरदाह
8674,kevin,केविन
8675,aarnate,आरनॉट
8676,rukhsakth,रुख़सत
8677,hollywood,हॉलीवुड
8678,cherry,चेरी
8679,akhlaaq,अखलाक
8680,styx,वैतरणी
8681,dripping,ड्रिपिंग
8682,cathy,कॅथे
8683,bates,बेट्स
8684,madhumaan,मधुमान
8685,ten,तो
8686,amazing,कमाल
8687,be,हो
8688,nile,नाइल
8689,talha,ताल्हा
8690,jubair,जुबैर
8691,kown,कौन
8692,vailemtaine,वैलेंटाइन
8693,fok,फोक
8694,azhar,अज़हर
8695,exon,एक्सोन
8696,valtej,वल्डेज
8697,shoaib,शोएब
8698,dollar,डॉलर
8699,insulted,ज़लील
8700,babupeth,बाबूपेठ
8701,grayson,ग्रेसन
8702,rituparan,ऋतुपर्ण
8703,shripad,श्रीपद
8704,katrina,कैटरीना
8705,sherman,शेर्मन
8706,multani,मुल्तानी
8707,amolak,अमोलक
8708,fareham,फेयरहैम
8709,courtney,कोर्टनी
8710,maurizio,मौरिज़िओ
8711,prabodh,प्रबोध
8712,chandra,चन्द्र
8713,alfrod,अल्फ़्रेड
8714,hitchkok,हिचकॉक
8715,faidah,फैदाह
8716,minnaa,मिन्ना
8717,gondhalekar,गोंधलेकर
8718,tohda,टोहड़ा
8719,kutub,क़ुत्ब
8720,livingston,लिविंगस्टोन
8721,kahora,कहोरा
8722,bassa,बस्सा
8723,ladva,लाडवा
8724,overland,ओवरलैंड
8725,sarbadev,सरबदेव
8726,anan,आनंदमयी
8727,maipal,मैपल
8728,basti,बस्ती
8729,ahad,अहद
8730,shilpita,शिल्पिता
8731,noujvan,नौजवान
8732,julm,ज़ुल्म
8733,walt,वॉल्ट
8734,whiteman,व्हिटमॅन
8735,turn,बारी
8736,welcome,वेल्हैम
8737,boys,बॉयज़
8738,ambe,अम्बे
8739,mam,माँ
8740,pratighat,प्रतिघात
8741,douza,दौसा
8742,vuankara,वुआनकारा
8743,marketer,मर्केटर
8744,tasman,टास्मान
8745,run,चला
8746,eddie,एडी
8747,sunday,सनडे
8748,ltd,लिमिटेड
8749,marva,मर्वा
8750,husband,पति
8751,ashby,एश्बी
8752,cemal,केमल
8753,shehzaade,शहज़ादे
8754,jerrica,जेरिका
8755,fun,फन
8756,ikma,इक्मा
8757,marvi,मारवी
8758,creative,क्रिएटिव
8759,naach,नाच
8760,capler,केप्लर
8761,vessels,वेसल्स
8762,painter,पेंटर
8763,alpana,अल्पना
8764,quebec,क्यूबेक
8765,virdi,विरदी
8766,malda,मालदा
8767,terry,टेरी
8768,alderman,एल्डरमैन
8769,didier,डिडिएर
8770,silvain,सिल्वैन
8771,centex,सेंटेक्स
8772,hoor,हूर
8773,mediterranean,मेडिटेरेनियन
8774,gregory,ग्रेगरी
8775,strydom,स्ट्राएडम
8776,sameera,समीरा
8777,bhaanumukhee,भानुमुखी
8778,tirath,तीरथ
8779,hemidih,हैमीडीह
8780,meric,मेरिक
8781,pringle,प्रिंगल
8782,lutton,ल्यूटॉन
8783,samachar,समाचार
8784,thruthivan,धृतिवान
8785,ajhar,अज़हर
8786,anuppur,अनुपपुर
8787,achyutrai,अच्युतराय
8788,debiya,डेबिया
8789,aati,आती
8790,bhima,भीमा
8791,tuder,ट्यूडर
8792,hart,हार्ट
8793,tofy,ट्रॉफी
8794,shams,शम्स
8795,garrett,गैरेट
8796,pierre,पिरेस
8797,episcopal,एपिस्कोपाल
8798,azibah,अजीबाह
8799,border,सीमांत
8800,emas,इमस
8801,swami,स्वामी
8802,saraswati,सरस्वती
8803,wiliamait,विलियामाइट
8804,ragaad,रगाद
8805,thadeas,थड्डेअस
8806,gambhiri,गंभीरी
8807,pulaski,पुलास्की
8808,chouhan,चौहान
8809,karam,करम
8810,meyra,मेरा
8811,paja,पूजा
8812,meindi,मैंडी
8813,gurudas,गुरुदास
8814,bhatkar,भाटकर
8815,nizzar,निज़्ज़ार
8816,roger,रॉजर
8817,woolley,वूले
8818,pinson,पिंसन
8819,nancy,नैन्सी
8820,concordance,क़बूल
8821,midnigt,मिडनाइट
8822,payngey,पैगे
8823,gond,गॉड
8824,rapti,राप्ती
8825,haajii,हाजी
8826,bektash,बेकताश
8827,valii,वाली
8828,mandoo,मांडू
8829,oulak,औलख
8830,vakt,वक्त
8831,kalhaari,कलहारी
8832,nasanal,नेशनल
8833,sikyoriti,सिक्योरिटी
8834,jathar,जठार
8835,mael,मेल
8836,konneymara,कोन्नेमारा
8837,erian,एरियन
8838,fujacheyvs,प्यूगाचेव्स
8839,rebilion,रिबेलियन
8840,garma,गरमा
8841,folklohre,फोकलोर
8842,timore,तिमोर
8843,kullursandayi,कुल्लुरसन्दई
8844,reservaayer,रिज़रवायर
8845,sreekumar,श्रीकुमार
8846,mekhala,मेखला
8847,jef,जेफ
8848,crove,क्रौ
8849,pysa,पैसा
8850,abbas,अब्बास
8851,pencilina,पेंसिलिना
8852,shirin,शिरीन
8853,hubba,हब्बा
8854,bkrah,बकराह
8855,corinth,कॉर‍िन्थ
8856,lakhan,लखन
8857,adriano,एड्रियानो
8858,louisiana,लूसियाना
8859,woman,औरत
8860,jayraint,गेरैंट
8861,eldan,एल्डन
8862,turntex,टर्नटेक्स
8863,skoy,स्काय
8864,tover,टॉवर
8865,esiniboin,एसीनिबोइन
8866,cobey,कोबे
8867,maalibdeynam,मॉलिब्डेनम
8868,suhaib,सुहैब
8869,andaz,अंदाज़
8870,lebrador,लेब्राडोर
8871,sanchi,सांची
8872,stoop,स्तूप
8873,leeting,लीडिंग
8874,brants,ब्रांड्स
8875,aaptibase,ऑप्टीबेस
8876,aarkid,ऑर्किड
8877,marthaa,मर्था
8878,almoda,अल्मोडा
8879,vrudward,वुडवर्ड
8880,vibhutaa,विभुता
8881,bin,बिन
8882,baadal,बादल
8883,eldordo,एल्डोरेडो
8884,karnataka,कर्नाटका
8885,weaving,विविंग
8886,kabbani,कब्बानी
8887,haifa,हैफा
8888,yvonne,वॉन्नी
8889,friendship,फ़्रेंडशिप
8890,sahalpur,सहलपुर
8891,peetarsan,पीटरसन
8892,gangapur,गंगापुर
8893,goree,गेरी
8894,vipin,विपिन
8895,contemporary,कंटेम्पररी
8896,madondo,मैडोंडो
8897,hertfordshire,हर्टफोर्डशायर
8898,meriel,मेरिएल
8899,beyla,बेला
8900,glaxo,ग्लैक्सोस्मिथक्लाइन
8901,boo,बू
8902,alee,अली
8903,kalandar,क़लंदर
8904,jank,जैक
8905,kaneez,कनीज़
8906,elton,एल्टन
8907,chigumbura,चिगमबुरा
8908,beesti,कहार
8909,heiran,हेरन
8910,bilal,बिलाल
8911,aasad,आसद
8912,bayo,बायो
8913,glassgo,ग्लैसगो
8914,ahankar,अहंकार
8915,arhat,अर्हंत
8916,germany,जर्मनी
8917,bilona,विलोना
8918,gajipur,गाज़ीपुर
8919,jawalpur,जबलपुर
8920,gyanpith,ज्ञानपीठ
8921,takley,टकले
8922,sweety,स्वीटी
8923,carteys,कार्टेस
8924,spectrum,स्पेक्ट्रम
8925,processing,प्रोसेसिंग
8926,balsad,बलसाड
8927,anirud,अनिरुद्ध
8928,jyoti,ज्योति
8929,pandase,पेंडसे
8930,khalheel,खलिल
8931,naee,नई
8932,imarat,इमारत
8933,indumati,इन्दुमति
8934,doyen,डोएन
8935,doyl,दोयल
8936,chespek,चेस्पेक
8937,bhaanuchand,भानुचंद
8938,muqadar,मुक़द्दर
8939,shatadru,शतद्रु
8940,dlink,डीलिंक
8941,knud,कनुद
8942,prabhrup,प्रभ्रुप
8943,perfect,पर्फेक्ट
8944,nelco,नेल्को
8945,majdi,मज्दी
8946,amirah,अमिराह
8947,shaw,शॉ
8948,wallace,वैलेस
8949,boris,बोरिस
8950,yeltsin,येल्तसिन
8951,mainouree,मैनपुरी
8952,primo,प्रिमो
8953,orlo,अर्लो
8954,naima,नईमा
8955,dongre,डोंगरे
8956,sungonhdhee,सुगंधि
8957,tungbhodra,तुंगभद्रा
8958,arm,ऑरम
8959,katadare,काटदरे
8960,keshat,केशत
8961,vanhi,वान्ही
8962,bhattu,भट्‍टु
8963,rolta,रोल्टा
8964,nandikar,नन्दीकर
8965,gammon,गैमॉन
8966,peterson,पीटरसन
8967,bate,बातें
8968,falcon,फाल्गुन
8969,sisiliya,सेसिलिया
8970,maiya,मैया
8971,ranganathar,रंगनाथार
8972,india,इंडिया
8973,petri,पेट्री
8974,junayd,जुनैद
8975,xia,ज़िया
8976,ranganath,रंगनाथ
8977,gibson,गिब्सन
8978,nur,नूर
8979,forge,फॉर्ज
8980,gratia,ग्रेटिया
8981,najeeb,नजीब
8982,dha,था
8983,letka,लड़का
8984,prebala,प्रबल
8985,raha,राहा
8986,wickremasinhghe,विक्रमासिन्घे
8987,ajitabh,अजिताभ
8988,polonia,पोलोनिया
8989,restituta,रेस्टीट्यूटा
8990,naabart,नॉबर्ट
8991,achalapit,अचलापति
8992,bhilwada,भीलवाडा
8993,shafikaha,शफीकाह
8994,quarther,कवठार
8995,dileina,डिलैन
8996,apni,अपनी
8997,dasharathi,दशरथी
8998,ajvad,अजवाद
8999,penelop,पेनेलोप
9000,giyaf,ज्यॉफ
9001,publics,पब्लिक्स
9002,markets,मार्केट्स
9003,muammar,मुअम्मर
9004,svapnali,स्वप्नाली
9005,duppatta,दुपट्टा
9006,uttham,उत्तोम
9007,crossroads,क्रॉसरोडस
9008,dilan,डिलन
9009,dilwala,दिलवाला
9010,gizela,गिज़ेला
9011,aabha,आभा
9012,dabaro,डॉबरो
9013,bahiyuddin,बहियुद्दीन
9014,alethiya,एलेथिया
9015,charan,चरण
9016,jal,जल
9017,nandlal,नंदलाल
9018,sudha,सुधा
9019,yablonoi,याब्लोनोई
9020,khosa,खोसा
9021,mikhaeel,मिखाइल
9022,gorbachev,गोर्बाचेव
9023,savad,सवाद
9024,yungyong,युंगयोंग
9025,baal,बाल
9026,machli,मछ्ली
9027,ariyana,एरियाना
9028,gunnar,गुन्नार
9029,mirdal,मिर्डल
9030,ayyash,अय्याश
9031,ramanadhi,रामानधी
9032,paitsi,पैट्सी
9033,bainsi,बंसी
9034,paharpur,पहारपुर
9035,pablic,पब्लिक
9036,skool,स्कूल
9037,sanchita,संचिता
9038,univarsitee,यूनिवर्सिटी
9039,bath,बाथ
9040,sunflag,सनफ़्लैग
9041,iron,आयरन
9042,mahavira,महावीर
9043,spinnin,स्पिनिन
9044,lilika,लिलिका
9045,commando,कमांडो
9046,sybil,सिबिल
9047,narasimha,नरसिम्हा
9048,emory,एमोरी
9049,erno,एर्नो
9050,achindra,अचिंद्र
9051,eye,लोचन
9052,udhampur,ऊधमपुर
9053,truth,सच
9054,surendranagar,सुरेन्द्रनगर
9055,sussex,सुसेक्स
9056,kaayal,कॉयल
9057,jefrey,ज्यॉफ्री
9058,hamaree,हमारी
9059,chrislin,क्रिसलिन
9060,melbourne,मेल्बॉर्न
9061,kethi,केथी
9062,hajrah,हजराह
9063,martanda,मार्तंड
9064,deandra,डिएण्ड्रा
9065,shipping,शिपिंग
9066,corp,कॉर्प
9067,pranati,प्रणति
9068,chad,चाड
9069,defeat,हार
9070,parindra,परिंद्र
9071,hencoate,हेनकोट
9072,turret,बुर्ज
9073,billion,अरब
9074,dard,दर्द
9075,vinamr,विनम्र
9076,laviniya,लविनिया
9077,bilniyas,बिल्नियस
9078,goswami,गोस्वामी
9079,tulasidas,तुलसीदास
9080,caroline,कैरोलिन
9081,sargam,सरगम
9082,ammasandra,अम्मासंद्रा
9083,baharuddin,बहाउद्दीन
9084,saran,शरण
9085,johar,जौहर
9086,sapanom,सपनों
9087,saudakar,सौदागर
9088,julfikar,जुल्फिकार
9089,literary,लिट्रेरी
9090,wachovia,वैकॉविया
9091,kalahari,कलाहारी
9092,gemsbok,जेम्सबॉक
9093,aetna,एट्ना
9094,thornton,थोरंटन
9095,baptla,बापत्ला
9096,jasus,जासूस
9097,adityavardhan,आदित्यवर्धन
9098,bagevadi,बागेवदी
9099,norbert,नॉरबेर्ट
9100,bedrooms,बेडरूम
9101,brady,ब्रैडी
9102,bahi,बाहि
9103,bataan,बटान
9104,cambrel,काँटा
9105,bernie,बर्नी
9106,rogers,रॉजर्स
9107,tunishia,टुनिशिया
9108,veenar,वीनर
9109,applied,अप्लाएड
9110,mathematics,मैथेमेटिक्स
9111,cosete,कोसेट
9112,estrogenica,एस्ट्राज़ेनेका
9113,meena,मीना
9114,manisha,मनीषा
9115,swapana,स्वप्ना
9116,ulupi,उलुपी
9117,fiorina,फ्लोर‍िना
9118,orava,ओरावा
9119,satan,शैतान
9120,barh,बार्ह
9121,parayee,पराई
9122,jiyan,ज़िया
9123,viliam,विलियम
9124,tokantins,टोकनटिंस
9125,eddo,एड्डो
9126,brandes,ब्रन्डेस
9127,swaroopa,स्वरूपा
9128,vikarse,विकर्स
9129,mokokachunga,मोकोकचुंग
9130,ilsee,इल्सी
9131,bangura,बांकुरा
9132,tirel,डैरेल
9133,sowthena,सौतेला
9134,loop,पाश
9135,kalhan,कल्हण
9136,tikkekar,टिकेकर
9137,incredimail,इंक्रेडिमेल
9138,anthrhopophagous,आदमखोर
9139,bansari,बंसरी
9140,chitradurga,चित्रदुर्ग
9141,lanthanum,लैंथनम
9142,alisa,अलिसा
9143,shakeel,शकील
9144,maharnav,महार्नव
9145,aristotl,एरीस्टोटल
9146,onassis,ओनासि‍स
9147,sumter,सम्टर
9148,goudy,गॉडी
9149,batuque,बैट्यूक
9150,rangeela,रंगीला
9151,patterson,पैटर्सन
9152,thompson,थॉमप्सन
9153,bhlast,धमन
9154,banmankhi,बानमंखी
9155,aviv,अविव
9156,kamini,कामिनी
9157,prasoon,प्रसून
9158,thhkaf,थ़काफ
9159,jang,जंग
9160,mahabal,महाबल
9161,deepmala,दीपमाला
9162,dayn,डैन
9163,basva,बसावा
9164,khallaad,खल्लाद
9165,usha,ऊषा
9166,kacheri,कचेरी
9167,farkating,फर्कटिंग
9168,tirupparamkunram,तिरुप्पराम्कुंरम
9169,subrat,सुब्रत
9170,kodegu,कोडगू
9171,divish,डिविस
9172,laibsha,लैब्स
9173,thtavalikar,ढवलीकर
9174,morelaa,मोरेला
9175,hrushn,हुस्न
9176,gulaam,गुलाम
9177,arub,अरुब
9178,renu,रेणु
9179,areeb,अरीब
9180,glford,गल्फोर्ड
9181,manmayi,मन्मयी
9182,guneru,गुनेरु
9183,bamori,बामोरी
9184,pradyot,प्रद्योत
9185,wisden,विस्डन
9186,chandan,चंदन
9187,palna,पालना
9188,eldona,एल्डोना
9189,didi,दीदी
9190,fakhirah,फखीराह
9191,ligoon,लैगून
9192,kamnte,कॉन्टे
9193,varde,वर्डे
9194,wolf,वॉल्फ
9195,paddi,पद्दी
9196,highway,हाईवे
9197,kaaleecharan,कालीचरण
9198,veria,वेर‍िया
9199,folklore,फोकलोर
9200,labangalata,लबंगलता
9201,thambalahalli,थम्बलाहाली
9202,tamas,टामस
9203,aderyn,एडरिन
9204,laalmani,लालमणि
9205,shannon,शेन्नॉन
9206,augustus,ऑगस्टस
9207,telicom,टेलीकॉम
9208,jastise,जस्टिस
9209,choudhary,चौधरी
9210,ishq,इश्क़
9211,bisla,बिस्ला
9212,weltina,वेल्टीना
9213,bisley,बिस्ले
9214,ektel,एक्टेल
9215,rohit,रोहित
9216,tinhaven,तीनहॉवेन
9217,anant,अनंत
9218,vardah,वर्दाह
9219,shkeekah,श़की़काह
9220,sultani,सुल्तानी
9221,divali,दिवाली
9222,ghanouli,घनौली
9223,prema,प्रेमा
9224,randanee,रॉडनी
9225,dudhvhakarhaa,दुधवाखरा
9226,larchmant,लार्चमॉन्ट
9227,bagha,बाघा
9228,fatehgarh,फतेहगढ़
9229,safwan,सफवान
9230,ramgadia,रामगड़िया
9231,sadeed,सदीद
9232,ahmednagar,अहमदनगर
9233,accident,ऐक्सीडेंट
9234,zaareh,ज़ारेह
9235,fodiyo,फोडियो
9236,khadikar,खडीकर
9237,kyshoori,कैशोरी
9238,rang,रंगा
9239,aavur,और
9240,raaja,राजा
9241,khudayi,खुदाई
9242,avenue,एवेन्यू
9243,ansaha,अनसाह
9244,abdush,अब्दुस
9245,sakur,शकूर
9246,gosowi,गोसावी
9247,tarun,तरुण
9248,eksombo,एकोसोम्बो
9249,iodine,आयोडीन
9250,khidamtagar,खिदमतगार
9251,hencook,हेनकॉक
9252,jungali,जंगली
9253,elen,ऐलन
9254,mulali,मुलाली
9255,aedi,एडी
9256,simms,सिम्स
9257,terribile,टेरिबल
9258,hendrix,हैंड्रिक्स
9259,deshlpr,देशलपर
9260,illingworth,इलिंगवर्थ
9261,melia,मेलिया
9262,whas,थी
9263,nashit,नाशित
9264,strawberries,स्ट्रॉबेरी
9265,vishwanath,विश्वनाथ
9266,kupwada,कुपवाड़ा
9267,saanch,साँच
9268,aanch,आँच
9269,naahi,नहीं
9270,udal,उदल
9271,venu,वेणु
9272,mcnair,मैकनायर
9273,qayyum,कय्यूम
9274,romeo,रोमियो
9275,gyaanaprakaas,ज्ञानप्रकाश
9276,joan,जोएन
9277,bays,बेज़
9278,kiefer,कीफर
9279,mavenji,मवेंजी
9280,mavena,म्वेना
9281,agnija,अग्निजा
9282,gundereeppalam,गुन्देरीप्पलम
9283,resorvoir,रिज़रवायर
9284,wahbaan,वाहबान
9285,ileta,एलेटा
9286,gitanjali,गीतांजलि
9287,ijaz,इजाज़
9288,ticonderega,टिकोन्डेरोगा
9289,larami,लारामी
9290,aashman,आसमान
9291,pirelli,पिरेली
9292,afhter,आखिर
9293,jarj,जॉर्ज
9294,beston,वेस्टन
9295,rahat,राहत
9296,khuddar,खुद्दार
9297,rojar,रॉजर
9298,dornakal,दोरनाकल
9299,jaunksan,जंक्शन
9300,rik,रिक
9301,sowganhdh,सौगंध
9302,veronika,वेरोनिक
9303,jaygadh,जयगढ़
9304,indomtable,इंडोम्टेबल
9305,caarban,कॉबॉर्न
9306,steevan,स्टीवन
9307,hawnking,हॉकिंग
9308,rajmani,राजमणि
9309,demands,डिंडुगुल
9310,wreck,चौपट
9311,academic,एगोस्तिनो
9312,rekkah,रैकाह
9313,rootland,रूटलैंड
9314,dick,डिक
9315,grigory,ग्रीगोरी
9316,madhumita,मधुमिता
9317,arafura,अराफुरा
9318,romantic,रोमांटिक
9319,alexandra,एलेक्ज़ेंड्रा
9320,kenalopolas,कैनलोपॉलस
9321,mridul,मृदुल
9322,queens,क्वीन्स
9323,indonesia,इंडोनेशिया
9324,supriya,सुप्रिया
9325,jeya,ज़ेया
9326,amatullah,अमातुल्लाह
9327,isam,इसाम
9328,tansin,तनसिन
9329,rasahaad,रशाद
9330,yogaanand,योगानंद
9331,khilounaa,खिलौना
9332,dubaha,दुबाहा
9333,koen,कोएन
9334,charbag,चारबाग
9335,station,स्टेशन
9336,barclays,बरक्लैज़
9337,sumanolata,सुमनोलता
9338,mrdangi,मर्दांगी
9339,xanthe,ज़ांथे
9340,boeta,बोएटा
9341,satya,सत्या
9342,fawzan,फावज़ान
9343,vermont,वर्मोंट
9344,shtripe,धारी
9345,hope,होप
9346,shour,खट्टा
9347,swheet,मीठा
9348,saluin,सालुइन
9349,dippenaar,डिप्पेनार
9350,neepa,नीपा
9351,zoltan,ज़ोल्टन
9352,gangaaraam,गंगाराम
9353,infotech,इंफ़ोटेक
9354,enter,एन्टर
9355,saidah,सैदह
9356,galents,गैलंट्‍स
9357,bavar,बॉवर
9358,prakat,प्रकट
9359,sohanee,सोहनी
9360,mahival,महिवाल
9361,tin,टिन
9362,chandok,चंडोक
9363,gadgad,गदगद
9364,shivram,शिवराम
9365,gaurdi,गॉर्डी
9366,dilrubaa,दिलरुबा
9367,khuraymah,खुरायमाह
9368,mudraa,मुद्रा
9369,comunications,कम्युनिकेशन्स
9370,noyyal,नोय्यल
9371,orathuppalayam,ऑराथुप्पलयम
9372,jukov,ज़ूकोव
9373,bricks,प्रिक्स
9374,gancourt,गॉनकोर्ट
9375,rig,रिज
9376,parkway,पार्कवे
9377,thano,ठाणे
9378,thana,थाना
9379,vaseem,वसीम
9380,emergency,आपातकाल
9381,symbol,प्रतीक
9382,lotus,कमल
9383,aamirah,आमिराह
9384,parking,पर्किन
9385,skiper,स्किपर
9386,parmeshwor,परमेश्वर
9387,pali,पाली
9388,kanpur,कानपुर
9389,commencement,कमेंस्मेंट
9390,aan,आन
9391,apparel,सजना
9392,negro,नेग्रो
9393,mainak,मैनक
9394,refugee,रेफ्युजी
9395,robarts,रॉबर्ट्‍स
9396,sougandh,सौगंध
9397,mukiltio,मुकिल्टीओ
9398,presbiterion,प्रेस्बिटेरिअन
9399,aarmsabay,ऑर्मस्बाय
9400,minus,मैन्स
9401,laind,लैंड
9402,devnarayan,देवनारायण
9403,achaneraa,अछनेरा
9404,junksun,जंक्शन
9405,yuyutsu,युयुत्सु
9406,atom,एटम
9407,jan,जॉन
9408,jamson,जेम्सन
9409,chandaval,चंदावल
9410,aalim,आलिम
9411,yaseelaa,यशीला
9412,citi,सिटीग्रुप
9413,sioo,सिओ
9414,ramford,रमफोर्ड
9415,sar,सर
9416,hedli,हेडली
9417,marcus,मार्कस
9418,brendan,ब्रेंडन
9419,breswell,ब्रेसवेल
9420,ignatious,इग्नेशियस
9421,akarshana,आकर्षण
9422,win,विन
9423,beach,विज
9424,maadray,माद्रेय
9425,nagawathi,नागावथी
9426,semtemder,सेंटेंडर
9427,rolando,रोलेन्डो
9428,independent,आजाद
9429,aftek,एफ़्टेक
9430,kiana,कियाना
9431,farrukh,फारुख
9432,navare,नवरे
9433,shun,शून
9434,hing,हिंग
9435,square,स्क्वेअर
9436,aifleks,आईफ़्लेक्स
9437,saulyushan,सॉल्यूशन
9438,ringe,रिंगे
9439,amaging,अमेज़िंग
9440,gres,ग्रेस
9441,martino,मार्टिनो
9442,rujul,रुजुल
9443,ripington,रिपिंगटन
9444,sakee,साकी
9445,chanpatiyan,चनपटिया
9446,suman,सुमन
9447,krishi,ऋषि
9448,valley,वैली
9449,choree,चोरी
9450,ludhiayanvee,लुधियानवी
9451,chairis,चैरिस
9452,govardhan,गोवर्धन
9453,merlyn,मर्लिन
9454,munro,मुनरो
9455,milwakee,मिलवॉकी
9456,sulakshanaa,सुलक्षणा
9457,charas,चरस
9458,erney,एर्ने
9459,dono,दोनों
9460,saraneu,शरण्यु
9461,hoton,हॉटॉन
9462,radio,रेडियो
9463,radi,रादी
9464,altyre,अल्टायर
9465,nainotechnologies,नैनोटेकर्नलॉजिस
9466,big,बिग
9467,apple,एपल
9468,carborundum,कॅरबॉरंडम
9469,aalas,अलास
9470,purvon,पुर्वो
9471,fuoreylo,फियोरेलो
9472,nagarkar,नगरकर
9473,obyashii,ओबयाशी
9474,easner,ईस्नर
9475,norma,नोर्मा
9476,shrilata,श्रीलता
9477,requinto,रेक्विंटो
9478,aaron,हारून
9479,hamnah,हम्नाह
9480,jayspar,जैस्पर
9481,governer,गवर्नर
9482,ajaadeh,अज़ादेह
9483,badur,बहादुर
9484,aloudpuri,अलौदपुरी
9485,romania,रोमानिया
9486,sujala,सुजला
9487,bilhar,बिलहार
9488,daiwa,डैवा
9489,nishaani,निशानी
9490,bijili,बिजली
9491,descher,डेस्चर
9492,funsepriize,फर्नसेप्रिज
9493,german,जर्मन
9494,roniyaa,रोनिया
9495,panesar,पनेसर
9496,industri,इंडस्ट्री
9497,pingley,पिंगले
9498,cureyn,क्यूरेन
9499,panja,पंजा
9500,saibin,सैबिन
9501,sujiya,सुजया
9502,tedi,टेडी
9503,tal,तल
9504,jeevankala,जीवनकला
9505,deeplana,दिपलाना
9506,oriaana,ओरिआना
9507,crossway,क्रॉसबे
9508,aachanda,अचंद
9509,aathiya,एंथिया
9510,him,हिम
9511,codaganar,कोडागनर
9512,idelen,ईडेलेन
9513,spades,हुकुम
9514,ace,इक्का
9515,today,आज
9516,gundaraaj,गुंडाराज
9517,belsouth,बेलसाउथ
9518,andar,अंदर
9519,bahar,बाहर
9520,samraat,सम्राट
9521,chandragupta,चंद्रगुप्त
9522,mis,मिस
9523,mel,मेल
9524,blunoj,ब्लूनोज
9525,murden,मुर्दे
9526,khatrey,खतरे
9527,mey,में
9528,naseen,नसीन
9529,chichaganf,चिचागॉफ़
9530,daak,डाक
9531,wilmeris,विल्मेरिस
9532,choron,चोरों
9533,shabaree,शबरी
9534,sonaar,सोनार
9535,paydar,पेडर
9536,screym,स्क्रेम
9537,radan,रेडन
9538,heys,हेस
9539,salish,सालिश
9540,samsudeen,शमसुद्दीन
9541,ajeemee,अज़ीमी
9542,sey,से
9543,mukam,मुकाम
9544,lainkestar,लैनकेस्टर
9545,rajdhani,राजधानी
9546,anugya,अनुह्या
9547,cheyung,चेयूंग
9548,kaag,काँग
9549,roz,रोज़
9550,amol,अमोल
9551,arissa,एरिसा
9552,works,वर्क्स
9553,straling,स्टर्लिंग
9554,baayo,बायो
9555,pakkooke,पक्खोके
9556,ak,एक
9557,adhoori,अधूरी
9558,stynstred,स्टैनस्टेड
9559,abijit,अब्जित
9560,monish,मोनिश
9561,theophilis,थ‍ियोफ‍िलस
9562,toront,टॉरेंट
9563,garvi,गार्वी
9564,nilesh,निलेश
9565,culcarni,कुलकर्णी
9566,gatwall,गढ़वाल
9567,wagishhwar,वागीश्वर
9568,erie,एरी
9569,agartala,अगरतला
9570,larneka,लारनेका
9571,ellamanchili,इलामनचिली
9572,shahenshah,शहंशाह
9573,callen,कैलेन
9574,itihash,इतिहास
9575,brajbala,व्रजबाला
9576,chhu,छू
9577,mantra,मंत्र
9578,sarai,सराय
9579,rohilla,रोहिल्ला
9580,haidak,हैडॉक
9581,dankkryu,डंकर्क्यू
9582,swadesh,स्वदेश
9583,copran,कोप्रन
9584,jongo,ज़ोंगो
9585,reporter,रिपोर्टर
9586,yasmeena,यासमीन
9587,wafi,वाफी
9588,vestaa,वेस्टा
9589,dharmanagar,धर्मनगर
9590,bhola,भोला
9591,otis,ओटिस
9592,baho,बाहों
9593,hindustani,हिंदुस्तानी
9594,granville,ग्रैनविले
9595,xing,ज़िंग
9596,telephone,टैलिफ़ोन
9597,demeter,डिमीटर
9598,geodesic,जियोडेसिक
9599,liv,लिव
9600,kutharaiyar,कुथारइयर
9601,appu,अप्पू
9602,shamoodah,शमूदाह
9603,jung,जंग
9604,boot,बूट
9605,katha,कथा
9606,chapada,चापाडा
9607,dayametina,डायमेंटिना
9608,bembridge,बेम्ब्रिज
9609,liz,लिज़
9610,chipanecas,चीपैनकास
9611,banga,बंगा
9612,everly,एवरली
9613,badhada,बाधड़ा
9614,sowani,सोवानी
9615,jacks,जैक्स
9616,sumnah,सुमनाह
9617,mandelina,मैंडेलिना
9618,telyurium,टेल्यूरियम
9619,nanavan,ननवन
9620,baraj,वरज
9621,,
9622,greatist,ग्रेटेस्ट
9623,brittances,ब्रिटन्स
9624,pisa,पिसा
9625,galileo,गैलिलियो
9626,galilei,गैलीली
9627,haider,हैदर
9628,enrico,एनरिको
9629,fermi,फर्मी
9630,melhted,पिघलता
9631,ikram,इकराम
9632,pandit,पंडित
9633,jasraj,जसराज
9634,vaaree,वारी
9635,jayprakash,जयप्रकाश
9636,balero,बॉलेरो
9637,huystaviley,ह्यूस्टविले
9638,kaisar,कैसर
9639,barborosaa,बर्बोरोसा
9640,ejbargs,एजबर्ग्स
9641,erspris,एरेसप्रिस
9642,gairvada,गाडरवाड़ा
9643,prinzreyjent,प्रिंजरेजेंट
9644,lupold,ल्यूपोल्ड
9645,clamath,क्लामथ
9646,makhoval,माखोवाल
9647,hurdles,हर्डल्स
9648,valter,वॉल्टर
9649,cohen,कोहन
